crime_rate_per_100000,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population,const
202.24950990000002,0,7,6,85,213,437,21,1,48455,1
202.2364977,0,3,0,14,46,99,8,3,8406,1
202.0922492,0,0,0,17,20,68,4,0,8412,1
201.9748654,0,8,1,18,148,197,14,5,13368,1
201.9006667,6,35,32,374,653,3431,268,28,221396,1
201.7484869,0,3,3,6,21,183,9,0,5948,1
201.72135559999998,0,0,0,15,23,32,6,1,7436,1
201.67475259999998,4,47,37,267,799,2467,177,7,176026,1
201.5915119,0,1,0,56,80,157,17,5,28275,1
201.4559405,2,54,42,153,479,2612,75,39,124593,1
200.8671582,1,7,1,73,63,522,28,6,40823,1
200.856282,2,9,15,50,186,553,38,9,37838,1
200.8335481,1,58,9,158,501,1373,55,7,112531,1
200.8277105,16,159,437,886,5336,13756,2405,143,745913,1
200.57876930000003,3,8,18,102,347,1428,136,7,65311,1
200.488145,2,3,0,18,42,83,14,2,11472,1
200.3885396,4,34,50,43,360,1460,79,9,65373,1
200.37282480000002,3,45,115,81,1833,3884,152,58,121773,1
200.2217841,0,18,2,45,141,554,9,3,32464,1
199.6495946,3,6,1,39,150,324,21,0,24543,1
199.5689311,0,1,1,23,44,57,11,3,12527,1
199.0975041,2,47,117,168,910,3288,148,21,167757,1
199.0362455,0,7,0,12,40,103,11,0,9546,1
198.93899199999998,0,3,0,3,49,63,10,0,3016,1
198.791026,3,8,18,20,209,341,16,5,24649,1
198.7691602,1,13,23,118,915,1472,173,5,78483,1
198.71815869999998,6,11,41,124,686,1225,99,5,91587,1
198.59634069999998,3,59,153,109,1110,2879,255,29,163145,1
198.5300329,6,51,81,98,838,2824,202,11,118370,1
198.18489319999998,21,100,617,926,3113,11404,1404,128,839620,1
198.1268012,0,5,0,17,30,170,16,1,11104,1
198.11954330000003,1,3,5,50,174,443,42,7,29780,1
197.9594944,0,20,0,45,154,489,37,14,32835,1
197.693575,0,2,1,15,65,159,9,2,9105,1
197.6284585,0,1,0,10,25,50,4,0,5566,1
197.120924,4,63,101,258,1288,4262,305,43,216111,1
196.8181073,0,3,1,20,65,125,8,3,12194,1
196.481315,13,67,114,570,2207,6811,587,71,389350,1
196.27960919999998,0,4,1,39,121,218,11,4,22417,1
195.5598075,4,20,37,77,649,1479,143,10,71078,1
195.4794771,5,49,91,261,731,2748,140,38,208206,1
195.2489424,0,1,0,5,5,18,5,0,3073,1
195.0585176,0,0,0,9,20,32,6,0,4614,1
194.9317739,2,3,1,42,51,142,4,0,24624,1
194.90874730000002,0,0,1,32,94,137,16,0,16931,1
194.89920930000002,0,15,16,74,468,637,85,25,53874,1
194.78635669999997,0,20,2,25,87,334,20,2,24129,1
194.7648156,3,35,55,74,647,2349,123,19,85231,1
194.76168959999998,2,10,3,110,268,883,30,6,64181,1
194.7502117,1,2,5,15,39,103,13,4,11810,1
194.7287383,0,11,1,31,196,271,33,1,22082,1
194.72407969999998,3,4,3,43,298,469,36,7,27218,1
194.46881330000002,9,46,196,332,961,4586,192,21,299791,1
194.383904,2,36,46,147,1239,3406,248,27,118837,1
194.2461151,0,4,8,25,149,274,11,1,19048,1
194.1276389,1,7,5,43,142,322,27,1,28847,1
193.7440332,4,14,20,30,316,917,56,6,35614,1
193.68140449999999,0,6,6,81,265,657,58,4,48017,1
193.4587207,2,67,31,177,601,2271,127,10,143183,1
193.4106976,0,1,2,25,88,178,8,2,14994,1
193.11328319999998,4,18,3,40,180,366,25,2,33659,1
193.076817,0,2,2,24,39,109,14,1,14502,1
193.06981000000002,0,0,0,19,22,61,14,1,9841,1
192.91874719999998,2,6,7,36,147,337,37,3,26436,1
192.7332429,1,0,5,21,103,477,20,0,14009,1
192.7227875,0,4,1,20,37,111,6,1,12972,1
192.6959075,0,2,2,17,74,138,12,2,10898,1
192.6717144,2,0,0,55,134,468,23,0,29584,1
192.66730890000002,1,1,2,30,109,324,16,1,17647,1
192.5298421,0,24,35,91,1006,2812,111,10,77910,1
192.11210309999998,0,8,1,42,106,337,14,0,26547,1
191.68538859999998,1,2,8,82,169,625,29,7,48517,1
191.6556096,0,5,2,32,52,211,12,0,20349,1
191.6495551,0,1,2,11,22,75,3,1,7305,1
191.64430819999998,0,4,0,1,3,16,0,0,2609,1
191.5549263,0,16,2,28,130,389,16,3,24014,1
191.5310244,0,15,84,214,1361,2450,173,27,163420,1
191.2378303,0,0,3,30,67,326,25,2,17256,1
190.9854851,1,9,12,28,255,307,21,5,26180,1
190.95182140000003,0,1,0,12,10,23,1,0,6808,1
190.9454881,1,0,1,29,136,201,17,0,16235,1
190.88523030000002,0,18,2,68,180,471,15,6,46101,1
190.8032818,2,1,0,7,12,26,2,0,5241,1
190.5487805,0,9,1,20,44,169,8,2,15744,1
190.4998551,0,8,17,67,320,755,75,1,48294,1
190.4261606,5,34,178,363,1186,4934,313,64,304580,1
190.3658335,0,3,5,38,388,318,31,1,24164,1
190.35532990000002,2,4,4,68,138,572,24,7,40976,1
190.1333469,1,18,17,114,432,1452,34,9,78892,1
190.0567153,2,9,15,37,179,423,21,41,33148,1
189.93853380000002,0,23,1,48,99,411,30,3,37907,1
189.7876186,0,7,0,14,53,122,10,0,11065,1
189.65417140000002,0,30,156,304,1253,3254,584,42,258365,1
189.3347332,0,28,24,269,675,2622,90,3,169541,1
189.30789040000002,0,7,0,18,71,198,19,0,13206,1
189.2505678,0,0,0,5,0,1,0,0,2642,1
188.8673207,4,24,39,77,504,2119,212,5,76244,1
188.6468873,1,4,4,24,70,86,2,2,17493,1
188.62167490000002,0,22,8,38,151,1055,48,9,36051,1
188.6204209,6,6,27,82,883,892,89,5,64150,1
188.5606537,0,1,0,8,13,33,1,0,4773,1
188.26937,0,11,2,13,86,205,25,0,13810,1
188.2547408,1,18,9,95,170,1100,25,14,65337,1
187.9699248,0,0,1,4,3,7,4,1,2660,1
187.79622619999998,1,23,21,144,346,1735,104,11,100641,1
187.73087869999998,0,4,1,26,164,236,12,1,16513,1
187.7168933,3,7,12,130,474,1739,133,23,80973,1
187.6362899,1,4,7,62,268,630,72,14,39438,1
187.59330559999998,3,11,21,156,445,2032,111,4,101816,1
187.4414246,0,0,0,4,1,2,1,1,2134,1
187.38288569999997,0,4,0,8,10,73,4,1,6404,1
187.3475782,1,13,20,81,388,1000,77,6,61917,1
187.2340426,0,0,0,11,30,46,4,0,5875,1
187.21917119999998,0,1,0,14,33,97,5,1,8012,1
187.0705472,2,6,2,42,212,426,28,0,27797,1
187.00910109999998,1,2,6,36,153,385,39,1,24063,1
186.9471804,0,41,15,145,423,1875,96,8,107517,1
186.8665541,1,55,10,111,240,1877,86,41,94720,1
186.83782480000002,3,40,73,54,743,2284,143,22,90988,1
186.7876741,1,23,29,124,800,1648,127,8,94760,1
186.7342467,4,1,8,86,334,598,96,1,52481,1
186.7241742,6,13,35,89,577,1743,47,9,76048,1
186.5149678,0,1,0,19,48,76,5,0,10723,1
186.4280388,0,4,1,25,39,134,8,2,16092,1
186.2496387,1,5,15,94,410,1534,88,4,62282,1
186.21973930000001,0,0,0,4,2,0,0,1,2148,1
185.67639259999999,0,5,1,22,133,104,12,3,15080,1
185.4291709,1,9,1,27,126,282,35,3,20493,1
185.40527690000002,1,38,7,71,339,925,40,10,63105,1
185.2976601,4,2,31,143,700,1685,77,2,97141,1
185.2670583,0,18,12,58,250,808,45,10,47499,1
185.130231,2,50,140,488,1601,4696,578,37,367309,1
185.0823347,4,94,280,895,2155,7010,464,39,687802,1
185.0612277,0,17,7,70,188,939,37,9,50794,1
185.0587988,3,14,25,99,397,819,21,21,76192,1
184.8695803,9,36,39,364,1003,3879,227,14,242333,1
184.719434,14,106,878,880,2690,13679,1073,239,1016677,1
184.6983261,0,5,16,90,353,1146,26,1,60098,1
184.65264109999998,2,6,7,46,171,338,5,1,33035,1
184.560555,0,10,12,36,226,462,39,14,31426,1
184.36955849999998,0,0,0,18,11,135,10,0,9763,1
184.248418,5,39,123,222,1609,3945,444,16,211128,1
184.1997544,0,4,2,3,45,52,2,2,4886,1
184.1834534,4,5,39,63,418,961,83,7,60266,1
184.1774801,0,2,0,20,28,74,5,1,11945,1
184.16206259999998,0,0,0,9,12,49,4,0,5430,1
183.810014,2,2,7,14,119,101,8,1,13601,1
183.5283322,0,1,0,7,27,37,5,1,4359,1
183.4862385,0,24,10,24,196,810,44,2,31610,1
182.9690436,0,11,2,24,87,303,5,5,20222,1
182.93240649999998,2,3,5,50,82,271,24,2,32799,1
182.8775571,1,8,4,30,55,296,26,3,23513,1
182.64840180000002,0,4,1,15,118,211,13,1,10950,1
182.61679119999997,3,19,47,237,690,1953,84,18,167564,1
182.48679740000003,0,3,2,61,43,147,0,0,36167,1
182.4278541,0,24,8,73,248,1129,41,1,57557,1
182.3797617,0,25,6,93,127,718,117,7,67990,1
182.2367159,0,9,1,28,81,450,34,3,20852,1
182.20558369999998,3,29,39,112,148,1283,118,5,100436,1
182.18693069999998,1,12,1,39,125,429,7,5,29091,1
182.04339009999998,2,9,8,79,148,647,34,7,53284,1
182.0069726,28,72,1091,1270,2754,13200,1004,90,1352146,1
181.99397150000001,1,0,0,31,40,192,5,0,17583,1
181.8521951,1,54,102,261,637,3194,132,19,229857,1
181.7890178,0,7,3,24,98,203,10,2,18703,1
181.58388,1,14,25,176,464,2101,155,19,119504,1
181.5783613,2,27,81,102,515,1925,78,25,116754,1
181.31399319999997,4,0,0,13,25,78,27,4,9376,1
181.02824040000002,0,2,1,7,10,67,6,0,5524,1
181.0252613,0,2,1,19,48,55,2,2,12153,1
180.7614638,12,31,57,267,1790,4842,444,20,203030,1
180.74061619999998,0,14,2,27,158,379,12,1,23791,1
180.6820748,1,6,16,25,269,617,20,1,26566,1
180.5054152,0,2,2,11,59,59,5,1,8310,1
180.5054152,0,0,0,10,7,17,1,0,5540,1
180.0874711,0,0,0,14,42,46,10,0,7774,1
179.96738090000002,0,3,9,20,104,280,25,4,17781,1
179.7641626,0,11,22,76,537,929,51,17,60635,1
179.68644719999998,0,32,11,117,313,745,105,16,89044,1
179.62996230000002,0,4,1,35,28,203,6,0,22268,1
179.2467143,0,28,54,237,1508,2582,153,9,177967,1
179.2034906,3,7,40,111,943,1318,95,5,89842,1
179.18088740000002,0,7,1,76,141,455,16,6,46880,1
178.66804230000002,1,13,22,106,305,1306,46,15,79477,1
178.5315778,0,0,1,7,23,44,2,0,4481,1
178.50973169999997,0,4,1,26,123,273,15,1,17366,1
178.4821875,1,0,4,20,146,231,23,0,14007,1
178.4285978,0,3,3,22,52,226,15,3,16253,1
178.37541159999998,0,9,2,28,138,448,15,1,21864,1
178.2482312,4,1,3,57,227,467,51,12,36466,1
177.5804661,0,1,1,22,59,151,11,5,13515,1
177.2787709,0,4,8,36,90,362,21,0,27076,1
177.0183704,14,21,226,303,1176,6322,384,57,318611,1
176.9715739,0,0,1,31,59,323,23,3,18082,1
176.8476899,2,4,3,63,203,680,47,5,40713,1
176.8047801,8,38,63,252,820,3110,203,8,204180,1
176.59988059999998,11,86,366,649,2556,9202,352,41,629672,1
176.5913758,0,8,11,24,61,464,9,5,24350,1
176.5035796,2,9,18,78,582,1573,52,14,60622,1
176.4965436,0,1,0,23,83,115,10,3,13598,1
176.42651709999998,1,5,0,67,165,441,48,4,41377,1
176.41471030000002,0,0,1,12,13,29,1,3,7369,1
176.22936930000003,0,4,11,37,144,164,11,0,29507,1
176.1913456,6,28,30,129,788,1601,161,3,109540,1
176.1726492,0,2,1,21,75,205,10,1,13623,1
176.1597181,0,0,0,3,24,28,6,0,1703,1
176.14032509999998,0,6,19,22,363,620,45,3,27251,1
176.0854014,0,14,5,45,148,452,16,2,36346,1
175.67502530000002,1,8,11,53,308,620,33,3,41554,1
175.5926251,0,2,0,34,65,131,16,13,20502,1
175.5823481,0,0,2,13,135,129,9,1,8543,1
175.38554580000002,0,7,0,22,118,254,13,0,16535,1
175.3633919,0,6,4,35,105,370,9,5,25661,1
174.7973939,1,2,2,39,142,396,44,6,25172,1
174.7335314,0,4,0,16,52,120,13,3,11446,1
174.4696456,0,64,9,84,227,859,43,5,89987,1
174.4417224,2,10,6,119,179,983,50,7,77963,1
174.43792230000003,1,44,36,109,411,1495,63,18,108348,1
174.3286939,0,4,3,55,104,231,22,1,35565,1
174.1970604,0,1,0,15,53,39,7,2,9185,1
174.0841659,3,9,16,41,286,544,33,4,39636,1
173.882803,0,1,0,9,14,55,1,2,5751,1
173.748223,0,4,0,18,52,198,9,0,12662,1
173.7229959,0,6,0,56,148,545,19,1,35689,1
173.61111110000002,1,2,0,4,47,116,2,0,4032,1
173.05529119999997,0,8,9,123,312,999,75,1,80899,1
172.71884740000002,4,23,61,35,514,1735,91,2,71214,1
172.638848,0,8,2,31,62,184,14,1,23749,1
172.63703059999997,0,1,0,3,10,26,4,0,2317,1
172.57450269999998,7,36,96,185,923,3078,324,22,187745,1
172.4605189,4,12,12,42,235,603,37,7,40589,1
172.25747959999998,0,10,0,28,91,249,9,1,22060,1
172.2538757,0,15,0,24,80,322,6,2,22641,1
172.1292148,0,24,8,41,156,742,39,5,42410,1
172.08113889999998,0,1,6,26,98,260,25,6,19177,1
171.7185146,11,108,509,767,2325,12120,494,99,812376,1
171.66680290000002,3,1,6,32,36,218,24,2,24466,1
171.6165324,2,160,38,268,1169,3857,104,35,272701,1
171.56671609999998,0,5,3,13,113,136,18,3,12823,1
171.5592833,2,18,4,66,116,704,18,11,52460,1
171.2622024,0,3,0,17,55,81,21,1,11678,1
171.1430071,0,15,8,52,213,585,45,3,43823,1
171.1227351,1,14,20,106,452,1544,68,21,82397,1
170.7007485,1,27,2,48,149,377,17,4,45694,1
170.6623324,1,4,3,13,48,85,1,2,12305,1
170.6484642,0,1,0,9,21,86,8,2,5860,1
170.58518130000002,0,2,3,18,39,93,8,0,13483,1
170.5514497,0,0,0,6,8,1,4,0,3518,1
170.5037142,4,27,43,125,650,2437,77,3,116713,1
170.4942731,12,49,221,569,2349,6227,681,17,499137,1
170.4545455,0,15,0,21,91,349,33,4,21120,1
170.30500080000002,0,0,0,11,12,22,3,0,6459,1
170.0680272,0,2,1,14,49,84,3,0,9996,1
170.05101530000002,1,5,0,11,43,150,9,2,9997,1
169.6803049,5,25,23,142,408,1964,80,9,114922,1
169.6352841,0,0,0,2,0,4,2,0,1179,1
169.4867377,0,4,11,45,242,656,38,4,35401,1
169.4277108,0,1,0,8,14,45,2,1,5312,1
169.1722767,4,5,7,81,435,994,83,5,57338,1
169.05012109999998,0,5,0,32,62,119,11,3,21887,1
169.01179009999998,1,44,50,72,669,2369,156,19,98218,1
169.0060894,0,66,97,361,1106,5226,291,106,310048,1
168.956554,0,1,7,83,172,552,36,4,53860,1
168.8713763,3,74,55,120,644,2344,119,19,149226,1
168.6936684,0,15,18,72,262,1039,12,13,62243,1
168.5307186,0,2,1,30,130,199,17,1,19581,1
168.47090659999998,3,44,30,172,516,2162,134,9,147800,1
168.40417,0,3,8,31,122,558,25,8,24940,1
168.36920600000002,1,18,25,90,382,2138,234,5,79587,1
168.3668416,3,56,44,101,849,2654,106,27,121164,1
167.9878209,0,3,4,89,61,693,26,3,57147,1
167.7890393,2,14,7,51,288,924,40,10,44103,1
167.73832819999998,0,4,0,8,23,50,1,0,7154,1
167.72895,0,2,0,3,18,15,0,0,2981,1
167.6847351,21,108,249,767,2416,8545,430,140,682829,1
167.5041876,0,0,0,7,3,68,6,0,4179,1
167.4548864,21,57,327,346,1574,9717,487,124,448479,1
167.4217057,0,6,0,28,96,432,28,4,20308,1
167.40419680000002,4,17,67,41,486,2087,101,5,77059,1
167.3861334,0,5,2,31,105,340,28,1,22702,1
167.08437759999998,1,1,0,12,86,143,10,0,8379,1
166.8942497,0,0,2,32,60,6,2,0,19773,1
166.67018290000001,1,17,4,57,134,425,25,2,47399,1
166.59577480000002,0,0,3,44,29,416,31,1,28212,1
166.36124880000003,13,75,585,706,3156,9894,772,70,828919,1
166.0210293,0,0,0,6,11,38,2,1,3614,1
165.9743202,15,113,331,420,1723,8235,347,49,529600,1
165.85887250000002,0,21,2,67,227,558,33,3,54263,1
165.7715006,2,1,1,21,98,281,21,2,15081,1
165.6916091,1,10,33,37,374,1167,63,6,48886,1
165.6050955,0,2,3,34,124,312,4,0,23550,1
165.5245937,9,30,52,145,1210,3391,163,24,142577,1
165.1899685,2,14,54,150,609,1937,145,9,133180,1
165.1679207,0,1,0,8,15,33,1,1,5449,1
164.9484536,0,4,7,9,76,158,18,0,12125,1
164.8386483,2,4,5,15,54,228,15,2,15773,1
164.7898929,0,14,0,28,138,290,12,4,25487,1
164.6108599,0,8,9,58,174,501,25,14,45562,1
164.5488005,0,9,139,97,284,2424,326,8,148892,1
164.44855819999998,3,22,72,86,827,2672,146,23,111281,1
164.34754030000002,2,2,0,11,25,88,8,2,9127,1
164.3340363,0,5,10,45,322,710,103,5,36511,1
164.2485628,0,2,1,9,12,52,2,0,7306,1
163.97659309999997,4,4,20,74,162,401,54,0,62204,1
163.9586411,2,38,2,69,188,1173,45,6,67700,1
163.8001638,0,5,3,50,119,662,11,2,35409,1
163.57051059999998,1,23,60,55,833,2063,114,12,85590,1
163.5694489,0,4,6,26,133,361,26,0,22009,1
163.4738186,0,0,0,32,174,604,35,0,19575,1
163.4345166,2,19,30,31,536,1195,49,5,50173,1
163.422606,2,21,3,41,127,859,39,3,40998,1
163.39869280000002,0,4,1,36,190,414,16,3,25092,1
163.0996897,0,1,0,40,144,335,15,0,25138,1
163.03609440000002,0,6,6,24,77,312,22,7,22081,1
162.89724109999997,6,138,189,520,1601,6110,238,77,523643,1
162.8615375,0,5,8,41,122,451,29,0,33157,1
162.68980480000002,1,3,3,23,147,438,13,0,18440,1
162.5882062,0,32,26,139,774,2163,101,18,121165,1
162.4014459,1,7,6,47,275,672,43,0,38177,1
162.3629368,0,6,9,58,488,821,63,5,44961,1
162.32619119999998,14,114,174,525,1423,5972,258,38,509468,1
162.26240149999998,1,1,0,12,13,141,3,2,8628,1
162.03415180000002,1,1,0,11,19,14,3,1,8023,1
161.9695497,2,23,23,107,748,1282,74,34,95697,1
161.8908855,0,4,0,6,12,23,4,0,6177,1
161.8122977,0,5,0,22,41,70,4,3,16686,1
161.5900461,1,0,0,19,126,213,22,6,12377,1
161.49857509999998,10,156,331,680,3084,10732,972,79,728799,1
161.3827957,3,3,8,62,372,837,50,1,47093,1
161.3573983,1,34,31,225,419,2495,65,8,180345,1
161.0831311,6,7,17,50,344,1094,38,4,49043,1
161.03742,1,2,4,31,117,327,26,6,23597,1
161.0218062,1,2,1,55,198,520,40,6,36641,1
161.0120759,0,0,0,14,16,29,1,0,8695,1
160.76490249999998,1,3,1,33,125,328,37,3,23637,1
160.4591601,0,2,2,48,215,469,39,1,32407,1
159.8203672,1,4,21,95,412,926,72,12,75710,1
159.7899,1,30,4,66,313,1418,45,4,63208,1
159.7755824,2,9,32,88,830,1931,132,24,81990,1
159.7034642,4,31,18,109,445,1636,50,5,101438,1
159.6897456,2,2,1,23,26,76,5,1,17534,1
159.3173945,2,21,14,112,317,1160,54,1,93524,1
159.20250959999998,4,47,108,79,951,3178,142,57,148867,1
158.8404646,0,3,1,12,30,65,14,2,10073,1
158.49919450000002,0,8,8,45,89,828,34,1,38486,1
158.4758755,7,27,172,254,1768,5565,288,24,290265,1
158.39075,0,44,6,90,273,836,44,5,88389,1
158.3531275,0,0,0,12,42,19,7,3,7578,1
158.2682391,0,9,1,21,111,167,12,2,19587,1
158.2182194,0,8,1,17,66,79,5,3,16433,1
158.1777918,0,4,0,6,22,38,3,1,6322,1
158.13482009999998,0,40,15,101,348,1272,54,4,98650,1
157.5630252,0,4,4,19,210,167,24,1,17136,1
157.52993069999997,1,1,1,12,32,62,4,1,9522,1
157.2739187,0,4,0,8,9,47,10,0,7630,1
157.11824950000002,10,163,219,480,1652,8171,567,82,554996,1
157.1156868,1,1,0,17,12,125,2,2,12093,1
156.9858713,0,0,0,1,3,2,1,0,637,1
156.94480769999998,0,1,0,11,15,33,1,1,7646,1
156.88188540000002,0,6,0,39,170,345,18,5,28684,1
156.826693,1,16,17,82,466,1473,81,3,73967,1
156.8236091,0,3,7,34,193,512,46,6,28057,1
156.61707130000002,0,0,0,2,1,0,0,0,1277,1
156.60480780000003,0,4,5,11,105,260,6,1,12771,1
156.5985928,0,10,4,59,138,835,22,3,46616,1
156.400385,1,12,3,10,154,130,19,1,16624,1
156.30427230000004,0,6,0,12,65,119,22,0,11516,1
156.25,0,6,16,23,365,843,30,5,28800,1
156.1570494,4,3,1,13,81,82,24,0,13448,1
155.70727030000003,1,1,0,11,22,31,0,0,8349,1
155.6762611,0,26,2,64,172,533,29,5,59097,1
155.66625159999998,1,1,0,8,31,41,1,0,6424,1
155.65802230000003,0,4,30,19,141,712,25,2,34049,1
155.6490115,1,10,18,75,504,739,41,8,66817,1
155.6132514,6,74,118,366,1000,4093,192,63,362437,1
155.60165980000002,0,0,0,6,34,30,2,0,3856,1
155.4870564,0,5,4,48,277,651,35,3,36659,1
155.4001554,0,7,2,15,38,154,0,1,15444,1
155.3599171,0,6,1,20,26,368,6,2,17379,1
155.3300764,0,9,10,43,324,1016,63,2,39915,1
155.3258857,1,5,14,84,863,1127,100,14,66956,1
155.1870815,2,28,144,324,540,3145,127,18,320903,1
154.9686834,0,7,2,15,74,149,14,4,15487,1
154.8946716,1,0,3,6,29,76,6,0,6456,1
154.8786784,0,0,0,3,2,19,1,0,1937,1
154.8330015,0,1,4,16,102,171,5,0,13563,1
154.74148080000003,0,12,8,72,266,1059,32,16,59454,1
154.69784199999998,1,31,38,209,731,2865,77,24,180998,1
154.6860783,1,1,0,15,17,46,4,1,10990,1
154.5846554,0,0,2,17,61,245,12,0,12291,1
154.4998069,0,1,1,2,8,22,4,0,2589,1
154.3686323,0,0,0,5,17,25,5,0,3239,1
154.3209877,0,0,0,4,2,25,1,0,2592,1
154.2843579,0,7,5,27,130,346,20,0,25278,1
154.04364569999998,0,14,0,22,95,279,28,1,23370,1
153.8198599,0,3,0,6,26,58,2,3,5851,1
153.49194169999998,0,3,2,9,24,87,8,1,9121,1
153.38253600000002,3,7,12,63,192,625,90,5,55417,1
153.28381090000002,0,0,4,9,59,101,6,1,8481,1
153.2371345,2,28,3,27,137,486,24,6,39155,1
152.76504740000001,1,0,1,33,131,237,26,2,22911,1
152.7300496,0,0,1,7,66,52,10,2,5238,1
152.50360080000002,2,1,5,10,72,156,3,1,11803,1
152.40998290000002,3,16,3,18,149,361,14,1,26245,1
152.40030480000001,0,3,6,15,63,134,12,1,15748,1
152.37907980000003,0,2,8,21,120,229,11,3,20344,1
152.08322990000002,0,25,27,193,597,1549,100,7,161096,1
151.9500253,4,2,25,104,398,1146,56,0,88845,1
151.76128590000002,5,16,60,132,1056,2343,140,11,140352,1
151.6642072,0,2,2,33,114,419,11,6,24396,1
151.2859304,0,4,0,6,7,31,4,3,6610,1
151.2190583,2,13,2,48,168,711,33,6,42984,1
151.0627736,6,165,266,625,2474,9857,305,57,703019,1
150.9973774,0,0,0,19,43,100,7,0,12583,1
150.9747979,2,43,57,152,932,2498,141,11,168240,1
150.83023169999998,2,86,247,344,1938,5766,369,55,450838,1
150.5174036,0,2,1,5,9,3,1,0,5315,1
150.43877980000002,0,2,1,15,51,129,8,0,11965,1
150.3912896,1,18,32,170,687,2012,271,9,146950,1
150.34244669999998,1,23,1,29,97,577,25,5,35918,1
150.14113269999999,2,12,8,53,221,754,37,6,49953,1
150.02344119999998,0,0,4,28,52,300,19,0,21330,1
149.970006,0,1,0,13,44,104,10,1,10002,1
149.692736,0,9,4,44,164,648,30,4,38078,1
149.6333982,0,1,0,19,64,156,13,1,13366,1
149.2239824,8,130,126,582,1534,8912,964,87,566933,1
149.1653842,0,5,9,49,192,641,25,4,42235,1
149.0909091,0,1,5,35,133,196,23,2,27500,1
149.0727999,0,11,9,71,242,954,54,2,61044,1
149.00326940000002,3,14,51,35,392,1336,96,10,69126,1
148.940865,0,3,4,20,94,226,34,2,18128,1
148.80952380000002,0,1,0,2,0,1,3,0,2016,1
148.80449119999997,1,8,2,33,313,421,26,4,29569,1
148.74628130000002,1,12,1,7,42,238,13,2,14118,1
148.43524509999997,1,12,14,45,103,741,49,1,48506,1
148.40465,0,0,0,6,4,1,0,0,4043,1
148.3981135,0,10,18,46,362,1119,38,14,49192,1
148.13659750000002,0,13,2,23,188,526,30,7,25652,1
147.93552659999997,0,16,5,45,212,506,39,4,45290,1
147.8912744,0,4,1,24,158,304,22,1,19609,1
147.7704229,8,66,91,323,1551,4488,289,28,330242,1
147.64990569999998,0,10,1,25,89,250,14,1,24382,1
147.6410979,0,0,1,21,74,187,18,3,14901,1
147.640674,11,183,394,674,3489,12879,919,64,854778,1
147.3595573,0,9,0,40,73,134,10,2,33252,1
147.33250619999998,3,3,1,12,162,284,34,0,12896,1
147.21116619999998,0,8,1,18,130,315,14,5,18341,1
146.96876909999997,0,1,1,22,40,122,11,1,16330,1
146.8601304,0,11,1,63,172,798,23,3,51069,1
146.8375211,2,48,214,380,944,5656,377,52,438580,1
146.8120805,0,1,2,25,64,195,10,3,19072,1
146.77756530000002,1,15,6,44,140,319,16,7,44966,1
146.69466819999997,1,36,32,165,1013,3732,59,15,159515,1
146.627566,0,4,0,19,63,194,10,0,15686,1
146.5728831,1,24,25,119,1341,1906,128,19,115301,1
146.5201465,0,0,0,2,2,4,0,0,1365,1
146.505922,0,15,3,65,224,685,27,4,56653,1
146.2938882,0,3,1,14,34,148,11,1,12304,1
146.04768700000002,1,8,7,73,235,582,55,1,60939,1
146.02991210000002,0,25,5,61,284,880,55,15,62316,1
145.9143969,0,14,6,52,177,602,61,7,49344,1
145.8833541,0,6,8,34,176,362,22,2,32903,1
145.8434614,0,1,1,7,10,25,4,1,6171,1
145.7812686,0,5,2,43,84,390,22,5,33612,1
145.7288586,2,9,1,22,70,269,16,0,23331,1
145.4322783,0,25,0,13,60,314,9,2,26129,1
145.3304688,2,2,7,35,131,541,25,18,31652,1
145.1273492,0,2,5,13,58,119,23,0,13781,1
145.11087959999998,1,7,8,22,156,283,19,7,26876,1
145.10462809999999,0,3,3,13,168,153,15,4,13094,1
144.85755669999998,1,1,0,13,69,164,12,1,10355,1
144.7736705,0,2,5,8,40,81,3,2,10361,1
144.69267280000003,0,6,5,14,139,395,16,3,17278,1
144.69259519999997,1,7,3,97,193,841,43,6,74641,1
144.5300919,0,2,6,31,126,359,37,4,26984,1
144.5086705,0,0,0,1,4,11,1,0,692,1
144.4298232,1,4,6,34,256,396,22,3,31157,1
144.4192284,0,0,0,7,14,68,2,1,4847,1
143.7653749,0,7,11,27,97,507,36,1,31301,1
143.7288819,0,11,3,43,217,661,31,3,39658,1
143.4079957,6,61,54,165,1025,3405,135,39,199431,1
143.37851930000002,4,14,18,74,569,1756,290,15,76720,1
143.35204869999998,0,2,0,10,20,43,3,0,8371,1
143.0955343,3,98,126,447,1402,6826,277,33,471014,1
143.025408,0,1,0,16,35,78,6,1,11886,1
142.9707134,6,11,44,162,722,2616,152,18,155976,1
142.8816369,1,10,0,14,89,89,12,0,17497,1
142.87347130000003,0,4,1,20,96,117,23,0,17498,1
142.84786699999998,0,46,8,78,449,1539,49,11,92406,1
142.8125139,0,11,0,21,56,143,8,1,22407,1
142.8061407,0,23,8,25,121,454,30,3,39214,1
142.63485480000003,0,1,0,10,16,33,1,0,7712,1
142.5563646,1,23,41,130,227,1934,105,19,136788,1
142.5055059,0,1,0,10,14,84,6,0,7719,1
142.4086481,1,3,4,35,181,224,25,4,30897,1
142.130176,1,24,5,82,520,924,63,9,78801,1
142.0454545,0,13,6,47,203,823,67,5,46464,1
141.9817666,0,16,17,119,321,559,45,1,107056,1
